NAME,STATE,POPULATION
Woodbury city,New Jersey,9919
Newcastle city,Oklahoma,9912
Rincon city,Georgia,9902
Liberty Lake city,Washington,9893
Atmore city,Alabama,9890
Cody city,Wyoming,9885
Carroll city,Iowa,9874
Pleasant Hill city,Iowa,9873
Alamosa city,Colorado,9871
Bluefield city,West Virginia,9869
Oil City city,Pennsylvania,9863
Astoria city,Oregon,9862
Benton Harbor city,Michigan,9860
Kendallville city,Indiana,9848
Mayfield city,Kentucky,9847
Celina city,Texas,9836
Peru city,Illinois,9834
Denham Springs city,Louisiana,9834
Burlington city,New Jersey,9832
Fort Oglethorpe city,Georgia,9831
Highland city,Illinois,9830
Uniontown city,Pennsylvania,9824
Paris city,Kentucky,9808
Smithville city,Missouri,9798
Hope city,Arkansas,9790
Havre city,Montana,9784
Baker City city,Oregon,9783
Wapakoneta city,Ohio,9782
Mapleton city,Utah,9773
Ellisville city,Missouri,9770
Parsons city,Kansas,9761
Cameron city,Missouri,9761
Jesup city,Georgia,9754
Dunn city,North Carolina,9734
Marysville city,Michigan,9706
North Bend city,Oregon,9702
Elgin city,Texas,9701
Russellville city,Alabama,9697
Brownfield city,Texas,9695
Chillicothe city,Missouri,9668
Coweta city,Oklahoma,9668
Sparta city,Wisconsin,9664
Rifle city,Colorado,9661
Boaz city,Alabama,9652
St. Pete Beach city,Florida,9647
Safford city,Arizona,9641
Monticello city,Arkansas,9627
Clarksville city,Arkansas,9618
Sweet Home city,Oregon,9612
Orange Cove city,California,9604
Clay city,Alabama,9599
Brownsville city,Tennessee,9592
Washington city,North Carolina,9571
Decatur city,Indiana,9561
Rainbow City city,Alabama,9555
Port Townsend city,Washington,9551
Willoughby Hills city,Ohio,9550
Howell city,Michigan,9524
Sunbury city,Pennsylvania,9519
Mound city,Minnesota,9517
Hermantown city,Minnesota,9513
Gig Harbor city,Washington,9507
Box Elder city,South Dakota,9498
DuPont city,Washington,9487
Reedsburg city,Wisconsin,9487
Coffeyville city,Kansas,9481
Middlesborough city,Kentucky,9460
St. Francis city,Wisconsin,9442
Alexandria city,Kentucky,9438
Springfield city,Florida,9437
Cairo city,Georgia,9434
Indianola city,Mississippi,9433
Taft city,California,9425
Mission city,Kansas,9409
The Village city,Oklahoma,9407
Harahan city,Louisiana,9406
Greenwood city,Arkansas,9405
Winslow city,Arizona,9402
Pryor Creek city,Oklahoma,9390
Augusta city,Kansas,9389
Girard city,Ohio,9378
Tomah city,Wisconsin,9369
Anthony city,New Mexico,9339
Louisville city,Ohio,9335
North College Hill city,Ohio,9309
Victoria city,Minnesota,9305
Hondo city,Texas,9305
Fairview city,Oregon,9302
Versailles city,Kentucky,9292
Saline city,Michigan,9291
Lock Haven city,Pennsylvania,9284
Rensselaer city,New York,9264
Valley city,Alabama,9259
College Place city,Washington,9258
Ecorse city,Michigan,9226
Molalla city,Oregon,9218
Manor city,Texas,9217
Detroit Lakes city,Minnesota,9216
Lowell city,Arkansas,9215
Liberty city,Texas,9215
Melissa city,Texas,9212
Lamesa city,Texas,9211
Lenoir City city,Tennessee,9199
Fultondale city,Alabama,9190
Jeannette city,Pennsylvania,9190
Harvard city,Illinois,9180
San Elizario city,Texas,9173
Bay Minette city,Alabama,9169
Helotes city,Texas,9169
Warren city,Pennsylvania,9162
Merrill city,Wisconsin,9161
Rochelle city,Illinois,9159
Grosse Pointe Farms city,Michigan,9158
Washington Terrace city,Utah,9152
Madeira city,Ohio,9149
Clinton city,Oklahoma,9145
Commerce city,Texas,9145
Eagle Point city,Oregon,9139
Plymouth city,Michigan,9138
Yelm city,Washington,9125
LaSalle city,Illinois,9120
Groton city,Connecticut,9092
Monmouth city,Illinois,9091
Fair Oaks Ranch city,Texas,9091
Presque Isle city,Maine,9078
St. Anthony city,Minnesota,9077
Star city,Idaho,9076
Hillview city,Kentucky,9076
Flowood city,Mississippi,9061
Charlotte city,Michigan,9057
Chanute city,Kansas,9054
Columbia City city,Indiana,9044
Brewer city,Maine,9043
Grinnell city,Iowa,9027
Shelby city,Ohio,9023
Grants city,New Mexico,9011
Rio Vista city,California,9009
Aliquippa city,Pennsylvania,9006
Alma city,Michigan,8995
Oakwood city,Ohio,8993
Lake Elmo city,Minnesota,8983
Shawano city,Wisconsin,8980
Waseca city,Minnesota,8978
Sheffield Lake city,Ohio,8976
Lancaster city,South Carolina,8976
Carencro city,Louisiana,8973
Garden City city,Georgia,8970
Monett city,Missouri,8969
New Richmond city,Wisconsin,8966
Brigantine city,New Jersey,8963
Waterford city,California,8947
Florence city,Oregon,8947
Olney city,Illinois,8942
Sheffield city,Alabama,8930
Craig city,Colorado,8922
Berkeley city,Missouri,8920
Sturgeon Bay city,Wisconsin,8919
Olmsted Falls city,Ohio,8912
Rock Falls city,Illinois,8911
Clinton city,Missouri,8911
Toppenish city,Washington,8906
Lincoln City city,Oregon,8905
Wagoner city,Oklahoma,8904
Laurens city,South Carolina,8887
Marathon city,Florida,8877
La Grange city,Kentucky,8877
Poteau city,Oklahoma,8866
Georgetown city,South Carolina,8860
Rawlins city,Wyoming,8858
South Amboy city,New Jersey,8857
Rockingham city,North Carolina,8846
Thief River Falls city,Minnesota,8836
Woodway city,Texas,8825
Delta city,Colorado,8823
Covington city,Tennessee,8821
Calimesa city,California,8817
Fort Valley city,Georgia,8806
Cloverdale city,California,8803
Cambridge city,Minnesota,8803
Bastrop city,Texas,8802
Maysville city,Kentucky,8800
Andalusia city,Alabama,8787
Burlington city,Washington,8783
Franklin city,Kentucky,8781
Live Oak city,California,8774
Stuttgart city,Arkansas,8773
Wharton city,Texas,8769
Scott city,Louisiana,8768
Fairview city,Tennessee,8763
Riverdale city,Utah,8758
New Albany city,Mississippi,8757
Clanton city,Alabama,8756
Thomaston city,Georgia,8755
Oxford city,North Carolina,8752
Harrisburg city,Illinois,8737
Oak Grove city,Minnesota,8735
Southside city,Alabama,8731
Independence city,Kansas,8729
Ivins city,Utah,8726
Fitzgerald city,Georgia,8721
Edgewood city,Kentucky,8720
Heath city,Texas,8720
Lapeer city,Michigan,8712
Cortez city,Colorado,8709
Kirby city,Texas,8705
Little Falls city,Minnesota,8701
Booneville city,Mississippi,8693
Blanchard city,Oklahoma,8690
Fountain Inn city,South Carolina,8688
Graham city,Texas,8685
Perryton city,Texas,8683
Hooper city,Utah,8668
Barre city,Vermont,8659
Angola city,Indiana,8655
Spanish Fort city,Alabama,8644
Elsmere city,Kentucky,8644
Frostburg city,Maryland,8642
Bridgeport city,West Virginia,8635
East Grand Forks city,Minnesota,8631
Port Jervis city,New York,8630
Tremonton city,Utah,8626
Ladue city,Missouri,8612
Princeton city,Indiana,8602
Franklin city,New Hampshire,8601
Des Peres city,Missouri,8573
Indian Harbour Beach city,Florida,8566
Park Hills city,Missouri,8557
Belgrade city,Montana,8556
Westwego city,Louisiana,8549
Pleasant Hill city,Missouri,8545
Tuskegee city,Alabama,8544
Plymouth city,Wisconsin,8542
Clinton city,North Carolina,8539
Wyoming city,Ohio,8536
Port Wentworth city,Georgia,8534
Chester city,Illinois,8514
Clinton city,South Carolina,8503
Winchester city,Tennessee,8502
Hoquiam city,Washington,8500
Mount Pleasant city,Iowa,8497
Moundsville city,West Virginia,8494
Sunset Hills city,Missouri,8492
Sallisaw city,Oklahoma,8489
Virginia city,Minnesota,8488
Miles City city,Montana,8483
Beaver Falls city,Pennsylvania,8483
Gonzales city,California,8479
Perryville city,Missouri,8460
Orrville city,Ohio,8458
Carbondale city,Pennsylvania,8447
Greenville city,Michigan,8441
Westlake Village city,California,8440
Socorro city,New Mexico,8440
Guntersville city,Alabama,8429
Elwood city,Indiana,8428
Hillsboro city,Texas,8425
Boonville city,Missouri,8423
Highland Heights city,Ohio,8414
Alamo Heights city,Texas,8413
Mason city,Michigan,8409
Fallon city,Nevada,8409
Tuscumbia city,Alabama,8398
Harrodsburg city,Kentucky,8394
Sandpoint city,Idaho,8390
Park City city,Utah,8378
Tecumseh city,Michigan,8375
Richmond Heights city,Missouri,8369
McRae-Helena city,Georgia,8368
Conover city,North Carolina,8368
St. Joseph city,Michigan,8363
Denison city,Iowa,8362
Northfield city,New Jersey,8360
Bryan city,Ohio,8357
Fort Stockton city,Texas,8356
Delavan city,Wisconsin,8356
Jefferson City city,Tennessee,8346
Dalhart city,Texas,8346
Seneca city,South Carolina,8340
Kennedale city,Texas,8338
Oak Hill city,West Virginia,8338
Rice Lake city,Wisconsin,8338
Toccoa city,Georgia,8336
Firebaugh city,California,8328
Breaux Bridge city,Louisiana,8323
Paris city,Illinois,8322
Gering city,Nebraska,8319
North Bay Village city,Florida,8317
Bath city,Maine,8317
Whitehouse city,Texas,8317
Johnstown city,New York,8314
Bradford city,Pennsylvania,8305
Napoleon city,Ohio,8299
Canal Winchester city,Ohio,8294
Cheviot city,Ohio,8292
Cuero city,Texas,8292
Roxboro city,North Carolina,8290
Albion city,Michigan,8285
Arab city,Alabama,8284
Absecon city,New Jersey,8283
Hailey city,Idaho,8282
Rathdrum city,Idaho,8281
Baxter city,Minnesota,8278
Oberlin city,Ohio,8278
Center Line city,Michigan,8273
Ketchikan city,Alaska,8272
Jerseyville city,Illinois,8265
Aransas Pass city,Texas,8265
Price city,Utah,8263
Sanger city,Texas,8255
Fort Mitchell city,Kentucky,8248
Pismo Beach city,California,8237
Warrenton city,Missouri,8235
Milton city,Washington,8230
Rolling Hills Estates city,California,8226
Charlestown city,Indiana,8215
Hornell city,New York,8212
Salem city,Utah,8210
Hyrum city,Utah,8197
Mahtomedi city,Minnesota,8191
Eaton city,Ohio,8184
Donaldsonville city,Louisiana,8183
Fruitland Park city,Florida,8181
Franklin city,Virginia,8176
Airway Heights city,Washington,8166
Alliance city,Nebraska,8164
Fort Lupton city,Colorado,8163
Bridge City city,Texas,8162
Rayne city,Louisiana,8153
St. Marys city,Ohio,8151
Nevada city,Missouri,8149
Wetumpka city,Alabama,8148
Menominee city,Michigan,8148
Brooksville city,Florida,8147
Mount Rainier city,Maryland,8147
Orono city,Minnesota,8147
York city,South Carolina,8147
Beebe city,Arkansas,8146
Humboldt city,Tennessee,8144
Hillsdale city,Michigan,8141
Kenton city,Ohio,8135
Roanoke city,Texas,8135
Othello city,Washington,8132
Stayton city,Oregon,8129
Cleveland city,Texas,8125
West Miami city,Florida,8120
Maplewood city,Missouri,8115
Oak Grove city,Missouri,8112
Monona city,Wisconsin,8104
Blair city,Nebraska,8091
Brazil city,Indiana,8078
Trinidad city,Colorado,8073
Diamondhead city,Mississippi,8071
Ludington city,Michigan,8061
Richland Hills city,Texas,8052
Bennettsville city,South Carolina,8038
Ripley city,Tennessee,8029
Arcadia city,Florida,8025
Sutherlin city,Oregon,8025
Ephrata city,Washington,8017
Jefferson city,Wisconsin,8015
Mascoutah city,Illinois,8010
London city,Kentucky,8006
Brentwood city,Missouri,7998
Orting city,Washington,7983
Shorewood city,Minnesota,7978
Ellsworth city,Maine,7973
Dayton city,Texas,7969
Green Cove Springs city,Florida,7966
Bellevue city,Ohio,7966
Wynne city,Arkansas,7962
Ridgefield city,Washington,7959
Lake Dallas city,Texas,7958
Bloomfield city,New Mexico,7956
West Frankfort city,Illinois,7953
Flushing city,Michigan,7949
Jersey Village city,Texas,7929
Sheboygan Falls city,Wisconsin,7928
Bel Aire city,Kansas,7914
Middletown city,Kentucky,7914
Hitchcock city,Texas,7900
Brevard city,North Carolina,7890
Campbell city,Ohio,7890
Grand Blanc city,Michigan,7889
Houghton city,Michigan,7888
St. Johns city,Michigan,7887
Wyoming city,Minnesota,7887
Lake Geneva city,Wisconsin,7875
Senatobia city,Mississippi,7869
Carl Junction city,Missouri,7864
York city,Nebraska,7862
Selah city,Washington,7859
Dexter city,Missouri,7844
Creston city,Iowa,7839
Olivette city,Missouri,7832
Los Fresnos city,Texas,7830
Ione city,California,7827
Wahpeton city,North Dakota,7826
Lampasas city,Texas,7826
Ashland city,Wisconsin,7823
Wellington city,Kansas,7822
Union city,South Carolina,7821
Fort Scott city,Kansas,7813
New Prague city,Minnesota,7813
Duvall city,Washington,7813
Ripon city,Wisconsin,7810
Grand Ledge city,Michigan,7802
Crookston city,Minnesota,7794
Kenai city,Alaska,7790
Winnemucca city,Nevada,7788
Webster City city,Iowa,7787
Bonner Springs city,Kansas,7784
Antigo city,Wisconsin,7780
Grandview Heights city,Ohio,7778
Joshua city,Texas,7778
Seaford city,Delaware,7750
Richfield city,Utah,7750
Piedmont city,Oklahoma,7749
Minnetrista city,Minnesota,7739
Morehead city,Kentucky,7736
Hampton city,Georgia,7732
Park City city,Kansas,7729
Clewiston city,Florida,7720
Centerville city,Georgia,7716
Cushing city,Oklahoma,7704
River Oaks city,Texas,7703
Decorah city,Iowa,7701
Pittston city,Pennsylvania,7694
Three Rivers city,Michigan,7691
Newport city,Arkansas,7690
Hood River city,Oregon,7686
Caribou city,Maine,7684
Altoona city,Wisconsin,7680
Pulaski city,Tennessee,7676
South Beloit city,Illinois,7673
Lexington city,Tennessee,7667
Milan city,Tennessee,7667
Sebastopol city,California,7666
St. Francis city,Minnesota,7663
Hempstead city,Texas,7659
Orland city,California,7656
Woodlake city,California,7649
Woodland Park city,Colorado,7642
Marion city,North Carolina,7640
Greenville city,Alabama,7632
Gonzales city,Texas,7628
Oakdale city,Louisiana,7626
Hartsville city,South Carolina,7626
Auburn city,Georgia,7622
Holly Springs city,Mississippi,7621
Brighton city,Michigan,7611
Whitefish city,Montana,7608
Navasota city,Texas,7607
Jasper city,Texas,7604
Lamar city,Colorado,7601
Yreka city,California,7600
Corning city,California,7592
Escalon city,California,7588
Princeton city,Illinois,7583
Ojai city,California,7582
Sioux Center city,Iowa,7579
Floresville city,Texas,7572
Silvis city,Illinois,7571
Murphysboro city,Illinois,7568
Rhinelander city,Wisconsin,7563
Clear Lake city,Iowa,7562
Seminole city,Texas,7559
Calipatria city,California,7558
Page city,Arizona,7553
Lander city,Wyoming,7551
Quincy city,Florida,7542
McCook city,Nebraska,7540
Chehalis city,Washington,7533
Pinson city,Alabama,7532
Livingston city,Montana,7529
Delafield city,Wisconsin,7526
Monahans city,Texas,7520
Perry city,Iowa,7517
Park City city,Illinois,7513
Hughson city,California,7498
Old Town city,Maine,7497
Marengo city,Illinois,7496
Quincy city,Washington,7495
Hubbard city,Ohio,7485
Montpelier city,Vermont,7484
Lucas city,Texas,7483
River Rouge city,Michigan,7482
Waite Park city,Minnesota,7481
Aurora city,Missouri,7481
Cotati city,California,7479
Flowery Branch city,Georgia,7477
Morrow city,Georgia,7473
Swainsboro city,Georgia,7471
Fairlawn city,Ohio,7468
DuBois city,Pennsylvania,7454
Robinson city,Illinois,7453
Middleton city,Idaho,7439
Villa Hills city,Kentucky,7437
Payette city,Idaho,7434
Santa Clara city,Utah,7418
Providence city,Utah,7411
Mentor-on-the-Lake city,Ohio,7404
Albertville city,Minnesota,7403
Clarkston city,Washington,7396
Washington city,Iowa,7395
Mexia city,Texas,7394
Sandwich city,Illinois,7387
Charles City city,Iowa,7373
Guadalupe city,California,7370
Connellsville city,Pennsylvania,7368
La Feria city,Texas,7364
Sanibel city,Florida,7363
Iron Mountain city,Michigan,7363
Aspen city,Colorado,7359
Globe city,Arizona,7356
Dayton city,Tennessee,7354
Hiawatha city,Iowa,7353
Marshfield city,Missouri,7344
Wauseon city,Ohio,7342
Monessen city,Pennsylvania,7339
Dunbar city,West Virginia,7338
Ralston city,Nebraska,7333
Hudsonville city,Michigan,7323
Madison city,South Dakota,7322
Kaufman city,Texas,7322
Tell City city,Indiana,7316
Hastings city,Michigan,7313
Nebraska City city,Nebraska,7313
Fort Bragg city,California,7312
Huron city,California,7311
South Weber city,Utah,7310
Inverness city,Florida,7304
St. Gabriel city,Louisiana,7304
Valley Center city,Kansas,7300
St. Louis city,Michigan,7298
Marianna city,Florida,7293
Devils Lake city,North Dakota,7293
Neptune Beach city,Florida,7280
Winters city,California,7273
Corbin city,Kentucky,7272
Philadelphia city,Mississippi,7271
Seminole city,Oklahoma,7267
Oak Grove city,Kentucky,7266
Ponchatoula city,Louisiana,7265
Crystal City city,Texas,7264
Scappoose city,Oregon,7262
Bonne Terre city,Missouri,7256
Canfield city,Ohio,7256
Batesville city,Mississippi,7241
Winooski city,Vermont,7237
Richland city,Mississippi,7220
Bellbrook city,Ohio,7218
Austell city,Georgia,7215
Pacific city,Missouri,7211
Palmer city,Alaska,7209
Mount Sterling city,Kentucky,7209
Tolleson city,Arizona,7205
LaFayette city,Georgia,7198
Rockland city,Maine,7186
Pacific city,Washington,7184
Knoxville city,Iowa,7181
Seward city,Nebraska,7181
Flatwoods city,Kentucky,7177
Salem city,Illinois,7173
Camden city,South Carolina,7168
Ville Platte city,Louisiana,7166
Crete city,Nebraska,7160
Walled Lake city,Michigan,7156
Sullivan city,Missouri,7147
Ephraim city,Utah,7146
Tuttle city,Oklahoma,7143
Sausalito city,California,7141
Dade City city,Florida,7134
Elsa city,Texas,7134
Umatilla city,Oregon,7132
St. Joseph city,Minnesota,7126
Independence city,Ohio,7124
Belle Plaine city,Minnesota,7119
New London city,Wisconsin,7109
Sequim city,Washington,7108
Lexington city,Virginia,7106
Highland Heights city,Kentucky,7100
Mendota city,Illinois,7099
Trumann city,Arkansas,7097
Stanwood city,Washington,7096
Belen city,New Mexico,7089
Russellville city,Kentucky,7073
Logan city,Ohio,7069
Shamokin city,Pennsylvania,7061
Grove city,Oklahoma,7060
Elkins city,West Virginia,7047
Milton-Freewater city,Oregon,7027
Catoosa city,Oklahoma,7024
